Entity,Code,Year,Productivity (PWT 9.1 (2019))
Denmark,DNK,1966,15.711294
Denmark,DNK,1967,16.802721
Denmark,DNK,1968,18.042282
Denmark,DNK,1969,19.268829
Denmark,DNK,1970,19.525497
Denmark,DNK,1971,20.4807
Denmark,DNK,1972,21.631342
Denmark,DNK,1973,22.771713
Denmark,DNK,1974,22.808006
Denmark,DNK,1975,23.639959
Denmark,DNK,1976,24.435106
Denmark,DNK,1977,25.494823
Denmark,DNK,1978,26.368177
Denmark,DNK,1979,27.323477
Denmark,DNK,1980,27.34944
Denmark,DNK,1981,27.289099
Denmark,DNK,1982,27.499319
Denmark,DNK,1983,27.861311
Denmark,DNK,1984,28.173611
Denmark,DNK,1985,28.23629
Denmark,DNK,1986,29.592407
Denmark,DNK,1987,30.867737
Denmark,DNK,1988,31.459677
Denmark,DNK,1989,32.087204
Denmark,DNK,1990,33.41666
Denmark,DNK,1991,33.935421
Denmark,DNK,1992,35.197792
Denmark,DNK,1993,35.57349
Denmark,DNK,1994,37.533596
Denmark,DNK,1995,38.273102
Denmark,DNK,1996,39.553009
Denmark,DNK,1997,40.617161
Denmark,DNK,1998,40.86953
Denmark,DNK,1999,42.014477
Denmark,DNK,2000,43.913395
Denmark,DNK,2001,43.389111
Denmark,DNK,2002,43.400513
Denmark,DNK,2003,44.814697
Denmark,DNK,2004,47.406631
Denmark,DNK,2005,51.236633
Denmark,DNK,2006,51.922703
Denmark,DNK,2007,52.967224
Denmark,DNK,2008,55.808689
Denmark,DNK,2009,55.829517
Denmark,DNK,2010,60.743645
Denmark,DNK,2011,62.033966
Denmark,DNK,2012,61.97694
Denmark,DNK,2013,61.509865
Denmark,DNK,2014,61.475842
Denmark,DNK,2015,60.947285
Denmark,DNK,2016,61.562832
Denmark,DNK,2017,64.705177
Ecuador,ECU,1995,6.8731852
Ecuador,ECU,1996,6.9549665
Ecuador,ECU,1997,6.9423661
Ecuador,ECU,1998,6.9087791
Ecuador,ECU,1999,6.8470683
Ecuador,ECU,2000,6.8587437
Ecuador,ECU,2001,6.6881042
Ecuador,ECU,2002,7.7099442
Ecuador,ECU,2003,7.979218
Ecuador,ECU,2004,8.4509296
Ecuador,ECU,2005,9.4252129
Ecuador,ECU,2006,10.052174
Ecuador,ECU,2007,10.570633
Ecuador,ECU,2008,11.239181
Ecuador,ECU,2009,11.050797
Ecuador,ECU,2010,12.024403
Ecuador,ECU,2011,13.277621
Ecuador,ECU,2012,13.616939
Ecuador,ECU,2013,14.084748
Ecuador,ECU,2014,14.471516
Ecuador,ECU,2015,13.159917
Ecuador,ECU,2016,12.277091
Ecuador,ECU,2017,12.181006
Estonia,EST,1995,10.437742
Estonia,EST,1996,11.472614
Estonia,EST,1997,11.485224
Estonia,EST,1998,11.552489
Estonia,EST,1999,11.937469
Estonia,EST,2000,13.12498
Estonia,EST,2001,13.763774
Estonia,EST,2002,14.550543
Estonia,EST,2003,15.214787
Estonia,EST,2004,15.888641
Estonia,EST,2005,18.600779
Estonia,EST,2006,19.281914
Estonia,EST,2007,21.388815
Estonia,EST,2008,22.192236
Estonia,EST,2009,23.795826
Estonia,EST,2010,25.662985
Estonia,EST,2011,26.16188
Estonia,EST,2012,27.522696
Estonia,EST,2013,27.973196
Estonia,EST,2014,27.948025
Estonia,EST,2015,26.73451
Estonia,EST,2016,27.188126
Estonia,EST,2017,28.027826
Finland,FIN,1950,5.6193862
Finland,FIN,1951,6.2699661
Finland,FIN,1952,6.3605037
Finland,FIN,1953,6.2312756
Finland,FIN,1954,6.8679724
Finland,FIN,1955,7.3651781
Finland,FIN,1956,7.4310479
Finland,FIN,1957,7.3708639
Finland,FIN,1958,7.2656007
Finland,FIN,1959,8.0920639
Finland,FIN,1960,8.6761541
Finland,FIN,1961,9.3721313
Finland,FIN,1962,9.6237783
Finland,FIN,1963,9.6841555
Finland,FIN,1964,9.8750172
Finland,FIN,1965,10.390108
Finland,FIN,1966,10.813341
Finland,FIN,1967,11.428539
Finland,FIN,1968,12.304156
Finland,FIN,1969,13.469744
Finland,FIN,1970,14.346644
Finland,FIN,1971,14.947979
Finland,FIN,1972,15.940395
Finland,FIN,1973,16.891106
Finland,FIN,1974,17.569725
Finland,FIN,1975,17.249331
Finland,FIN,1976,18.186285
Finland,FIN,1977,18.830261
Finland,FIN,1978,19.828905
Finland,FIN,1979,20.13595
Finland,FIN,1980,20.850632
Finland,FIN,1981,21.287642
Finland,FIN,1982,21.32478
Finland,FIN,1983,21.726149
Finland,FIN,1984,21.967854
Finland,FIN,1985,22.118837
Finland,FIN,1986,23.921709
Finland,FIN,1987,24.846409
Finland,FIN,1988,26.173006
Finland,FIN,1989,26.841505
Finland,FIN,1990,27.880587
Finland,FIN,1991,28.12361
Finland,FIN,1992,28.838795
Finland,FIN,1993,30.361605
Finland,FIN,1994,31.614178
Finland,FIN,1995,35.098942
Finland,FIN,1996,34.569042
Finland,FIN,1997,36.622929
Finland,FIN,1998,39.128036
Finland,FIN,1999,40.052338
Finland,FIN,2000,41.304012
Finland,FIN,2001,41.449142
Finland,FIN,2002,40.986115
Finland,FIN,2003,41.910137
Finland,FIN,2004,43.552368
Finland,FIN,2005,46.083672
Finland,FIN,2006,46.334465
Finland,FIN,2007,49.339184
Finland,FIN,2008,50.344357
Finland,FIN,2009,48.018772
Finland,FIN,2010,49.710518
Finland,FIN,2011,50.432434
Finland,FIN,2012,50.055206
Finland,FIN,2013,48.873863
Finland,FIN,2014,49.116013
Finland,FIN,2015,50.37709
Finland,FIN,2016,51.384846
Finland,FIN,2017,52.561089
France,FRA,1950,6.8013196
France,FRA,1951,7.0541196
France,FRA,1952,7.270051
France,FRA,1953,7.6464977
France,FRA,1954,8.0162497
France,FRA,1955,8.4454956
France,FRA,1956,8.9616661
France,FRA,1957,9.4992647
France,FRA,1958,9.8766336
France,FRA,1959,10.18633
France,FRA,1960,10.96286
France,FRA,1961,11.612323
France,FRA,1962,12.327759
France,FRA,1963,13.104335
France,FRA,1964,13.770318
France,FRA,1965,14.445487
France,FRA,1966,15.157369
France,FRA,1967,16.111916
France,FRA,1968,17.025105
France,FRA,1969,18.613039
France,FRA,1970,19.646244
France,FRA,1971,20.73744
France,FRA,1972,22.258755
France,FRA,1973,23.693264
France,FRA,1974,24.945959
France,FRA,1975,25.281353
France,FRA,1976,25.897589
France,FRA,1977,27.281403
France,FRA,1978,28.870447
France,FRA,1979,29.973269
France,FRA,1980,30.632158
France,FRA,1981,30.384779
France,FRA,1982,31.554348
France,FRA,1983,31.403904
France,FRA,1984,31.343943
France,FRA,1985,31.509838
France,FRA,1986,33.122116
France,FRA,1987,33.495731
France,FRA,1988,34.632015
France,FRA,1989,35.764862
France,FRA,1990,36.695759
France,FRA,1991,36.900764
France,FRA,1992,37.824879
France,FRA,1993,38.277187
France,FRA,1994,38.882839
France,FRA,1995,39.836193
France,FRA,1996,40.52491
France,FRA,1997,42.497635
France,FRA,1998,44.295265
France,FRA,1999,45.468002
France,FRA,2000,47.608971
France,FRA,2001,48.895962
France,FRA,2002,50.078735
France,FRA,2003,48.784325
France,FRA,2004,48.998341
France,FRA,2005,52.823704
France,FRA,2006,54.199505
France,FRA,2007,55.211666
France,FRA,2008,55.132225
France,FRA,2009,54.625366
France,FRA,2010,56.513912
France,FRA,2011,57.706932
France,FRA,2012,57.548756
France,FRA,2013,59.160408
France,FRA,2014,59.467934
France,FRA,2015,60.860722
France,FRA,2016,61.625038
France,FRA,2017,62.785526
Germany,DEU,1950,4.2701316
Germany,DEU,1951,4.689198
Germany,DEU,1952,5.0812659
Germany,DEU,1953,5.4334683
Germany,DEU,1954,5.7973208
Germany,DEU,1955,6.480773
Germany,DEU,1956,6.9105692
Germany,DEU,1957,7.2417564
Germany,DEU,1958,7.5023503
Germany,DEU,1959,8.150012
Germany,DEU,1960,8.9240942
Germany,DEU,1961,9.3035431
Germany,DEU,1962,9.7840462
Germany,DEU,1963,10.136098
Germany,DEU,1964,10.827908
Germany,DEU,1965,11.409735
Germany,DEU,1966,11.897876
Germany,DEU,1967,12.249604
Germany,DEU,1968,13.008465
Germany,DEU,1969,13.996504
Germany,DEU,1970,14.716007
Germany,DEU,1971,15.428338
Germany,DEU,1972,16.364073
Germany,DEU,1973,17.429588
Germany,DEU,1974,18.148336
Germany,DEU,1975,18.812185
Germany,DEU,1976,19.664421
Germany,DEU,1977,20.54294
Germany,DEU,1978,21.313478
Germany,DEU,1979,22.182579
Germany,DEU,1980,22.54389
Germany,DEU,1981,22.378866
Germany,DEU,1982,22.186031
Germany,DEU,1983,22.533554
Germany,DEU,1984,22.777945
Germany,DEU,1985,22.910469
Germany,DEU,1986,24.73081
Germany,DEU,1987,25.958847
Germany,DEU,1988,27.272127
Germany,DEU,1989,28.696114
Germany,DEU,1990,31.568253
Germany,DEU,1991,34.752674
Germany,DEU,1992,36.276794
Germany,DEU,1993,37.758373
Germany,DEU,1994,39.318115
Germany,DEU,1995,40.886547
Germany,DEU,1996,41.956078
Germany,DEU,1997,43.722958
Germany,DEU,1998,44.830975
Germany,DEU,1999,46.446682
Germany,DEU,2000,47.245243
Germany,DEU,2001,48.402744
Germany,DEU,2002,48.946472
Germany,DEU,2003,50.749966
Germany,DEU,2004,52.033943
Germany,DEU,2005,55.15741
Germany,DEU,2006,55.355732
Germany,DEU,2007,57.627258
Germany,DEU,2008,58.517673
Germany,DEU,2009,56.404095
Germany,DEU,2010,58.186855
Germany,DEU,2011,60.345444
Germany,DEU,2012,60.103127
Germany,DEU,2013,61.477345
Germany,DEU,2014,63.050556
Germany,DEU,2015,62.594673
Germany,DEU,2016,64.647247
Germany,DEU,2017,66.710243
Greece,GRC,1951,3.8646245
Greece,GRC,1952,3.6316969
Greece,GRC,1953,3.9856696
Greece,GRC,1954,3.8982344
Greece,GRC,1955,4.0170746
Greece,GRC,1956,4.2144418
Greece,GRC,1957,4.5397196
Greece,GRC,1958,4.7537484
Greece,GRC,1959,4.9538355
Greece,GRC,1960,5.0523572
Greece,GRC,1961,5.7651033
Greece,GRC,1962,5.7451344
Greece,GRC,1963,6.6238961
Greece,GRC,1964,7.2308264
Greece,GRC,1965,8.1162462
Greece,GRC,1966,8.8652363
Greece,GRC,1967,9.4665995
Greece,GRC,1968,10.267565
Greece,GRC,1969,11.539411
Greece,GRC,1970,12.873272
Greece,GRC,1971,13.824435
Greece,GRC,1972,15.139989
Greece,GRC,1973,16.049355
Greece,GRC,1974,14.907479
Greece,GRC,1975,15.714827
Greece,GRC,1976,16.539822
Greece,GRC,1977,16.701761
Greece,GRC,1978,17.770731
Greece,GRC,1979,17.895142
Greece,GRC,1980,17.936003
Greece,GRC,1981,17.048676
Greece,GRC,1982,16.654364
Greece,GRC,1983,16.354397
Greece,GRC,1984,16.77224
Greece,GRC,1985,16.971737
Greece,GRC,1986,17.596601
Greece,GRC,1987,17.37145
Greece,GRC,1988,18.249548
Greece,GRC,1989,19.071854
Greece,GRC,1990,19.064899
Greece,GRC,1991,20.743582
Greece,GRC,1992,20.70425
Greece,GRC,1993,20.898998
Greece,GRC,1994,21.486057
Greece,GRC,1995,21.962475
Greece,GRC,1996,22.727127
Greece,GRC,1997,24.865538
Greece,GRC,1998,25.197258
Greece,GRC,1999,25.727411
Greece,GRC,2000,26.897448
Greece,GRC,2001,27.937273
Greece,GRC,2002,28.492847
Greece,GRC,2003,28.288849
Greece,GRC,2004,29.032797
Greece,GRC,2005,28.650883
Greece,GRC,2006,30.480707
Greece,GRC,2007,30.256641
Greece,GRC,2008,30.80826
Greece,GRC,2009,30.409355
Greece,GRC,2010,30.012945
Greece,GRC,2011,28.866495
Greece,GRC,2012,29.019201
Greece,GRC,2013,30.108801
Greece,GRC,2014,30.253761
Greece,GRC,2015,30.193913
Greece,GRC,2016,29.757895
Greece,GRC,2017,30.181442
Hong Kong,HKG,1960,4.7332344
Hong Kong,HKG,1961,4.8399835
Hong Kong,HKG,1962,5.1392317
Hong Kong,HKG,1963,5.6095858
Hong Kong,HKG,1964,5.9592857
Hong Kong,HKG,1965,6.5908237
Hong Kong,HKG,1966,6.8016443
Hong Kong,HKG,1967,6.820941
Hong Kong,HKG,1968,7.0080466
Hong Kong,HKG,1969,7.6221442
Hong Kong,HKG,1970,8.1196938
Hong Kong,HKG,1971,8.3956556
Hong Kong,HKG,1972,8.9430513
Hong Kong,HKG,1973,9.6343908
Hong Kong,HKG,1974,9.3708038
Hong Kong,HKG,1975,9.125103
Hong Kong,HKG,1976,10.236541
Hong Kong,HKG,1977,11.093947
Hong Kong,HKG,1978,11.79705
Hong Kong,HKG,1979,12.613194
Hong Kong,HKG,1980,13.005639
Hong Kong,HKG,1981,13.015513
Hong Kong,HKG,1982,13.405648
Hong Kong,HKG,1983,14.164781
Hong Kong,HKG,1984,15.085391
Hong Kong,HKG,1985,14.58288
Hong Kong,HKG,1986,16.133471
Hong Kong,HKG,1987,18.67944
Hong Kong,HKG,1988,18.706991
Hong Kong,HKG,1989,20.568092
Hong Kong,HKG,1990,23.038931
Hong Kong,HKG,1991,23.78685
Hong Kong,HKG,1992,27.033794
Hong Kong,HKG,1993,27.880383
Hong Kong,HKG,1994,28.364826
Hong Kong,HKG,1995,29.591511
Hong Kong,HKG,1996,29.425987
Hong Kong,HKG,1997,29.737524
Hong Kong,HKG,1998,27.942493
Hong Kong,HKG,1999,27.994303
Hong Kong,HKG,2000,30.058165
Hong Kong,HKG,2001,31.537134
Hong Kong,HKG,2002,33.090439
Hong Kong,HKG,2003,34.582882
Hong Kong,HKG,2004,38.466343
Hong Kong,HKG,2005,40.171658
Hong Kong,HKG,2006,36.785652
Hong Kong,HKG,2007,37.745018
Hong Kong,HKG,2008,37.166389
Hong Kong,HKG,2009,33.858013
Hong Kong,HKG,2010,36.10664
Hong Kong,HKG,2011,38.807663
Hong Kong,HKG,2012,39.321583
Hong Kong,HKG,2013,44.501854
Hong Kong,HKG,2014,39.781631
Hong Kong,HKG,2015,34.621464
Hong Kong,HKG,2016,34.636333
Hong Kong,HKG,2017,35.351849
Hungary,HUN,1980,9.7121964
Hungary,HUN,1981,9.4563618
Hungary,HUN,1982,10.026383
Hungary,HUN,1983,10.094638
Hungary,HUN,1984,10.624884
Hungary,HUN,1985,10.798676
Hungary,HUN,1986,11.439337
Hungary,HUN,1987,12.005531
Hungary,HUN,1988,12.044242
Hungary,HUN,1989,12.571572
Hungary,HUN,1990,12.987509
Hungary,HUN,1991,12.662463
Hungary,HUN,1992,14.155581
Hungary,HUN,1993,16.076666
Hungary,HUN,1994,16.064665
Hungary,HUN,1995,16.317806
Hungary,HUN,1996,16.782038
Hungary,HUN,1997,16.438791
Hungary,HUN,1998,16.304708
Hungary,HUN,1999,15.998364
Hungary,HUN,2000,17.022154
Hungary,HUN,2001,18.391636
Hungary,HUN,2002,19.270603
Hungary,HUN,2003,20.185104
Hungary,HUN,2004,20.083101
Hungary,HUN,2005,22.315027
Hungary,HUN,2006,22.206665
Hungary,HUN,2007,22.420172
Hungary,HUN,2008,24.733334
Hungary,HUN,2009,24.743017
Hungary,HUN,2010,26.36804
Hungary,HUN,2011,27.50511
Hungary,HUN,2012,27.32699
Hungary,HUN,2013,27.302567
Hungary,HUN,2014,26.201807
Hungary,HUN,2015,25.77124
Hungary,HUN,2016,24.49296
Hungary,HUN,2017,25.323359
Iceland,ISL,1964,15.305504
Iceland,ISL,1965,16.171722
Iceland,ISL,1966,16.966124
Iceland,ISL,1967,16.718006
Iceland,ISL,1968,15.663001
Iceland,ISL,1969,16.55809
Iceland,ISL,1970,17.262842
Iceland,ISL,1971,20.020458
Iceland,ISL,1972,19.64529
Iceland,ISL,1973,21.550756
Iceland,ISL,1974,22.626572
Iceland,ISL,1975,22.681885
Iceland,ISL,1976,22.303335
Iceland,ISL,1977,25.565332
Iceland,ISL,1978,26.574371
Iceland,ISL,1979,27.845812
Iceland,ISL,1980,28.851767
Iceland,ISL,1981,28.933359
Iceland,ISL,1982,29.119734
Iceland,ISL,1983,26.27413
Iceland,ISL,1984,28.394587
Iceland,ISL,1985,27.040451
Iceland,ISL,1986,28.612049
Iceland,ISL,1987,30.275549
Iceland,ISL,1988,32.193981
Iceland,ISL,1989,31.340645
Iceland,ISL,1990,31.660143
Iceland,ISL,1991,32.187012
Iceland,ISL,1992,30.940588
Iceland,ISL,1993,31.190916
Iceland,ISL,1994,32.491634
Iceland,ISL,1995,31.630154
Iceland,ISL,1996,31.972403
Iceland,ISL,1997,35.395988
Iceland,ISL,1998,36.016937
Iceland,ISL,1999,37.761925
Iceland,ISL,2000,35.734692
Iceland,ISL,2001,36.914505
Iceland,ISL,2002,38.116077
Iceland,ISL,2003,38.93137
Iceland,ISL,2004,40.990265
Iceland,ISL,2005,43.735115
Iceland,ISL,2006,41.017879
Iceland,ISL,2007,42.293034
Iceland,ISL,2008,53.502907
Iceland,ISL,2009,51.966198
Iceland,ISL,2010,47.910744
Iceland,ISL,2011,47.348431
Iceland,ISL,2012,48.557827
Iceland,ISL,2013,47.482792
Iceland,ISL,2014,47.434498
Iceland,ISL,2015,47.978832
Iceland,ISL,2016,48.096577
Iceland,ISL,2017,48.085415
India,IND,1970,1.5841233
India,IND,1971,1.5942718
India,IND,1972,1.583451
India,IND,1973,1.6362197
India,IND,1974,1.5696566
India,IND,1975,1.6787913
India,IND,1976,1.607498
India,IND,1977,1.5615522
India,IND,1978,1.4982196
India,IND,1979,1.3632333
India,IND,1980,1.3488595
India,IND,1981,1.298887
India,IND,1982,1.2442565
India,IND,1983,1.2238344
India,IND,1984,1.2058848
India,IND,1985,1.2038138
India,IND,1986,1.2501929
India,IND,1987,1.3098626
India,IND,1988,1.3895913
India,IND,1989,1.45433
India,IND,1990,1.5154742
India,IND,1991,1.5047181
India,IND,1992,1.5607992
India,IND,1993,1.6255416
India,IND,1994,1.7193984
India,IND,1995,1.8339047
India,IND,1996,1.9785032
India,IND,1997,2.0774083
India,IND,1998,2.2059414
India,IND,1999,2.3323698
India,IND,2000,2.382719
India,IND,2001,2.4355893
India,IND,2002,2.5015376
India,IND,2003,2.6603591
India,IND,2004,2.7746389
India,IND,2005,3.147059
India,IND,2006,3.5525711
India,IND,2007,4.0003366
India,IND,2008,4.2570391
India,IND,2009,4.5577397
India,IND,2010,5.2355585
India,IND,2011,5.6497903
India,IND,2012,5.9812398
India,IND,2013,6.1617236
India,IND,2014,6.4680362
India,IND,2015,6.7829533
India,IND,2016,7.1186538
India,IND,2017,7.5529184
Indonesia,IDN,1970,1.9394928
Indonesia,IDN,1971,2.0201466
Indonesia,IDN,1972,2.1687393
Indonesia,IDN,1973,2.3322968
Indonesia,IDN,1974,2.4270458
Indonesia,IDN,1975,2.4353302
Indonesia,IDN,1976,2.5253441
Indonesia,IDN,1977,2.6745601
Indonesia,IDN,1978,2.7102113
Indonesia,IDN,1979,2.9237275
Indonesia,IDN,1980,3.1593945
Indonesia,IDN,1981,3.2270408
Indonesia,IDN,1982,3.0839977
Indonesia,IDN,1983,3.2223959
Indonesia,IDN,1984,3.3021755
Indonesia,IDN,1985,3.2424798
Indonesia,IDN,1986,3.2509766
Indonesia,IDN,1987,3.2640777
Indonesia,IDN,1988,3.284507
Indonesia,IDN,1989,3.5819881
Indonesia,IDN,1990,3.9022977
Indonesia,IDN,1991,4.1773977
Indonesia,IDN,1992,4.4065223
Indonesia,IDN,1993,4.6538272
Indonesia,IDN,1994,4.7576356
Indonesia,IDN,1995,5.3412118
Indonesia,IDN,1996,5.472012
Indonesia,IDN,1997,5.4717836
Indonesia,IDN,1998,4.3882914
Indonesia,IDN,1999,4.348443
Indonesia,IDN,2000,4.2429333
Indonesia,IDN,2001,4.2601643
Indonesia,IDN,2002,4.3371506
Indonesia,IDN,2003,4.2960224
Indonesia,IDN,2004,4.5891104
Indonesia,IDN,2005,5.0369921
Indonesia,IDN,2006,5.4479251
Indonesia,IDN,2007,5.5765514
Indonesia,IDN,2008,6.4795198
Indonesia,IDN,2009,6.9240618
Indonesia,IDN,2010,7.9644461
Indonesia,IDN,2011,9.6639261
Indonesia,IDN,2012,10.016643
Indonesia,IDN,2013,10.29667
Indonesia,IDN,2014,10.634439
Indonesia,IDN,2015,10.614254
Indonesia,IDN,2016,10.881228
Indonesia,IDN,2017,11.26875
Ireland,IRL,1950,4.6520672
Ireland,IRL,1951,4.7960143
Ireland,IRL,1952,5.0713482
Ireland,IRL,1953,5.2850451
Ireland,IRL,1954,5.4477811
Ireland,IRL,1955,5.6856503
Ireland,IRL,1956,5.7158661
Ireland,IRL,1957,5.9278841
Ireland,IRL,1958,5.936121
Ireland,IRL,1959,6.2691798
Ireland,IRL,1960,6.6444473
Ireland,IRL,1961,6.9757199
Ireland,IRL,1962,7.0762367
Ireland,IRL,1963,7.3548646
Ireland,IRL,1964,7.5354857
Ireland,IRL,1965,7.652905
Ireland,IRL,1966,7.788178
Ireland,IRL,1967,8.2898235
Ireland,IRL,1968,8.8953419
Ireland,IRL,1969,9.2989292
Ireland,IRL,1970,9.5386715
Ireland,IRL,1971,9.7948561
Ireland,IRL,1972,10.796545
Ireland,IRL,1973,11.330677
Ireland,IRL,1974,11.631923
Ireland,IRL,1975,12.319241
Ireland,IRL,1976,13.01738
Ireland,IRL,1977,14.038075
Ireland,IRL,1978,15.310881
Ireland,IRL,1979,15.539208
Ireland,IRL,1980,16.612619
Ireland,IRL,1981,17.224358
Ireland,IRL,1982,17.575886
Ireland,IRL,1983,17.462296
Ireland,IRL,1984,18.375029
Ireland,IRL,1985,18.401812
Ireland,IRL,1986,19.277132
Ireland,IRL,1987,20.662546
Ireland,IRL,1988,21.348442
Ireland,IRL,1989,22.595661
Ireland,IRL,1990,23.490772
Ireland,IRL,1991,24.454733
Ireland,IRL,1992,26.775665
Ireland,IRL,1993,28.355059
Ireland,IRL,1994,28.827583
Ireland,IRL,1995,31.828932
Ireland,IRL,1996,33.300354
Ireland,IRL,1997,35.913139
Ireland,IRL,1998,37.050026
Ireland,IRL,1999,38.412872
Ireland,IRL,2000,41.289856
Ireland,IRL,2001,43.283875
Ireland,IRL,2002,48.344299
Ireland,IRL,2003,52.285908
Ireland,IRL,2004,53.886658
Ireland,IRL,2005,56.445492
Ireland,IRL,2006,56.021301
Ireland,IRL,2007,59.531723
Ireland,IRL,2008,57.871777
Ireland,IRL,2009,60.784943
Ireland,IRL,2010,64.20047
Ireland,IRL,2011,69.324318
Ireland,IRL,2012,70.531242
Ireland,IRL,2013,68.966652
Ireland,IRL,2014,72.749329
Ireland,IRL,2015,91.498856
Ireland,IRL,2016,96.044075
Ireland,IRL,2017,99.129036
Israel,ISR,1981,22.177824
Israel,ISR,1982,22.72636
Israel,ISR,1983,23.110632
Israel,ISR,1984,23.102547
Israel,ISR,1985,23.673502
Israel,ISR,1986,25.022482
Israel,ISR,1987,26.465483
Israel,ISR,1988,27.106966
Israel,ISR,1989,26.04278
Israel,ISR,1990,28.125198
Israel,ISR,1991,29.227591
Israel,ISR,1992,29.629511
Israel,ISR,1993,29.446829
Israel,ISR,1994,28.824434
Israel,ISR,1995,29.301863
Israel,ISR,1996,30.075846
Israel,ISR,1997,31.013042
Israel,ISR,1998,32.232731
Israel,ISR,1999,33.009254
Israel,ISR,2000,34.850361
Israel,ISR,2001,35.714134
Israel,ISR,2002,35.279224
Israel,ISR,2003,33.937851
Israel,ISR,2004,33.752567
Israel,ISR,2005,33.158165
Israel,ISR,2006,32.770725
Israel,ISR,2007,31.606594
Israel,ISR,2008,30.527592
Israel,ISR,2009,31.349033
Israel,ISR,2010,31.81395
Israel,ISR,2011,32.39439
Israel,ISR,2012,33.366642
Israel,ISR,2013,34.766922
Israel,ISR,2014,36.690536
Israel,ISR,2015,37.777508
Israel,ISR,2016,37.812836
Israel,ISR,2017,38.105255
Italy,ITA,1950,4.5877404
Italy,ITA,1951,4.9516559
Italy,ITA,1952,5.0500383
Italy,ITA,1953,5.3448434
Italy,ITA,1954,5.4881282
Italy,ITA,1955,5.8556032
Italy,ITA,1956,6.0401444
Italy,ITA,1957,6.2510185
Italy,ITA,1958,6.4838281
Italy,ITA,1959,6.922143
Italy,ITA,1960,7.5328245
Italy,ITA,1961,8.1778746
Italy,ITA,1962,8.8652744
Italy,ITA,1963,9.4922037
Italy,ITA,1964,9.813879
Italy,ITA,1965,10.628944
Italy,ITA,1966,11.30651
Italy,ITA,1967,11.83678
Italy,ITA,1968,12.65291
Italy,ITA,1969,13.534912
Italy,ITA,1970,15.483587
Italy,ITA,1971,16.259562
Italy,ITA,1972,17.275341
Italy,ITA,1973,18.70517
Italy,ITA,1974,20.076382
Italy,ITA,1975,19.949717
Italy,ITA,1976,21.778297
Italy,ITA,1977,23.246664
Italy,ITA,1978,24.654202
Italy,ITA,1979,26.696453
Italy,ITA,1980,28.089077
Italy,ITA,1981,27.497166
Italy,ITA,1982,26.794643
Italy,ITA,1983,26.38648
Italy,ITA,1984,26.879433
Italy,ITA,1985,26.911936
Italy,ITA,1986,28.383823
Italy,ITA,1987,29.438852
Italy,ITA,1988,30.353039
Italy,ITA,1989,31.663248
Italy,ITA,1990,32.741028
Italy,ITA,1991,33.237125
Italy,ITA,1992,34.054062
Italy,ITA,1993,34.947403
Italy,ITA,1994,36.817905
Italy,ITA,1995,38.633854
Italy,ITA,1996,38.990223
Italy,ITA,1997,40.652035
Italy,ITA,1998,41.815304
Italy,ITA,1999,42.606289
Italy,ITA,2000,43.254021
Italy,ITA,2001,42.523666
Italy,ITA,2002,41.376347
Italy,ITA,2003,41.153084
Italy,ITA,2004,41.170815
Italy,ITA,2005,42.700417
Italy,ITA,2006,43.351158
Italy,ITA,2007,44.729683
Italy,ITA,2008,46.08728
Italy,ITA,2009,45.958931
Italy,ITA,2010,46.788708
Italy,ITA,2011,48.193611
Italy,ITA,2012,49.051674
Italy,ITA,2013,50.018944
Italy,ITA,2014,50.468079
Italy,ITA,2015,50.793781
Italy,ITA,2016,52.314011
Italy,ITA,2017,53.288624
Jamaica,JAM,1986,5.7625856
Jamaica,JAM,1987,6.0856934
Jamaica,JAM,1988,6.091866
Jamaica,JAM,1989,5.9378223
Jamaica,JAM,1990,6.3745542
Jamaica,JAM,1991,6.1127148
Jamaica,JAM,1992,6.426918
Jamaica,JAM,1993,6.9411416
Jamaica,JAM,1994,6.807198
Jamaica,JAM,1995,6.6698546
Jamaica,JAM,1996,6.7894325
Jamaica,JAM,1997,6.8138351
Jamaica,JAM,1998,6.8420506
Jamaica,JAM,1999,7.2047024
Jamaica,JAM,2000,7.4350014
Jamaica,JAM,2001,7.406148
Jamaica,JAM,2002,6.8554025
Japan,JPN,1950,2.6416044
Japan,JPN,1951,2.8877783
Japan,JPN,1952,3.1381619
Japan,JPN,1953,3.2359278
Japan,JPN,1954,3.3162682
Japan,JPN,1955,3.4288476
Japan,JPN,1956,3.5074923
Japan,JPN,1957,3.62273
Japan,JPN,1958,3.8242962
Japan,JPN,1959,4.1067042
Japan,JPN,1960,4.5029607
Japan,JPN,1961,4.9275827
Japan,JPN,1962,5.3882985
Japan,JPN,1963,5.8036437
Japan,JPN,1964,6.3578391
Japan,JPN,1965,6.7028208
Japan,JPN,1966,7.2190166
Japan,JPN,1967,7.7750969
Japan,JPN,1968,8.6068325
Japan,JPN,1969,9.6502132
Japan,JPN,1970,10.598037
Japan,JPN,1971,11.176849
Japan,JPN,1972,12.112369
Japan,JPN,1973,12.88447
Japan,JPN,1974,13.210339
Japan,JPN,1975,14.038105
Japan,JPN,1976,14.657567
Japan,JPN,1977,15.420078
Japan,JPN,1978,16.397501
Japan,JPN,1979,17.27833
Japan,JPN,1980,18.131681
Japan,JPN,1981,18.012115
Japan,JPN,1982,17.606657
Japan,JPN,1983,17.006542
Japan,JPN,1984,16.904806
Japan,JPN,1985,17.456308
